============================== SRIM-2008.04 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = He (02)   Ion Mass= 004.0030
Energy  = 4267367.E-02 keV
0000107   7.0810E+06  1.2896E+05 -1.6874E+05
0000108   7.0028E+06 -1.5425E+05  9.8266E+04
0000109   7.0900E+06 -9.3806E+04 -2.3296E+05
0000110   6.9981E+06  3.1827E+04  5.7383E+04
0000111   7.0447E+06 -4.0783E+04 -6.2901E+04
0000112   7.0697E+06 -8.8121E+04  3.1946E+04
0000113   6.9931E+06  5.2102E+04 -6.5845E+04
0000114   7.0411E+06 -1.6544E+05 -1.6791E+04
0000115   7.0221E+06  1.0137E+04 -1.1320E+05
0000116   7.0559E+06 -6.4141E+04  2.6153E+05
0000117   6.9607E+06 -7.7672E+05  4.2785E+05
0000118   7.0149E+06 -4.2093E+03  1.4098E+05
0000119   7.0046E+06  1.4133E+05 -8.4060E+04
0000120   7.0762E+06  6.5270E+03 -6.5404E+04
0000121   7.0463E+06  1.6069E+05 -1.1785E+05
0000122   7.0523E+06  7.9992E+03  1.8827E+05
0000123   6.9566E+06 -8.4002E+04  1.6031E+05
0000124   6.9204E+06 -7.0129E+04 -1.9131E+04
0000125   7.1346E+06 -6.5599E+04  2.4044E+04
0000126   7.0126E+06 -1.0956E+05  1.3934E+05
0000127   7.0338E+06 -2.5459E+04 -1.2885E+05
0000128   7.0853E+06  3.2778E+05 -3.1438E+05
0000129   6.9770E+06  1.1558E+05 -4.7088E+04
0000130   6.9206E+06  2.3494E+05  1.9799E+05
0000131   7.0829E+06  1.1056E+05  1.4160E+05
0000132   7.1408E+06 -9.4431E+04 -1.3924E+04
0000133   7.0332E+06 -1.5842E+04 -9.2207E+04
0000134   7.0017E+06  2.7054E+04  3.5728E+04
0000135   7.1482E+06  4.3642E+04  8.6258E+04
0000136   6.9443E+06 -7.2981E+03  1.3271E+05
0000137   6.9736E+06 -1.1161E+05 -1.4605E+05
0000138   7.0401E+06  5.1039E+04  8.7764E+04
0000139   6.9287E+06 -1.4858E+05 -1.2781E+05
0000140   7.0552E+06 -2.1644E+04 -1.4297E+05
0000141   7.0005E+06  1.7934E+05  1.1448E+05
0000142   6.9839E+06 -5.0234E+04 -5.6934E+04
0000143   7.0798E+06 -9.1200E+04 -1.1584E+04
0000144   7.0390E+06  1.3955E+05  1.2500E+04
0000145   6.9822E+06  1.9611E+05 -5.2377E+04
0000146   7.0437E+06 -3.8357E+04  7.8461E+04
0000147   6.9850E+06  1.3611E+05  8.9257E+04
0000148   7.0251E+06 -8.4974E+04 -2.8738E+05
0000149   6.9808E+06  2.5941E+04  7.8004E+04
0000150   6.9166E+06 -3.2177E+04  5.6580E+04
0000151   7.0068E+06 -9.4038E+04 -4.0594E+04
0000152   6.9972E+06 -7.1175E+04  2.5828E+05
0000153   6.9740E+06  7.5216E+05 -3.1587E+05
0000154   7.0112E+06 -1.4856E+05  2.7041E+05
0000155   7.0580E+06 -1.6732E+05  7.6263E+04
0000156   6.9903E+06  5.6035E+04 -4.3824E+04
0000157   6.9665E+06  3.4762E+04  2.2731E+04
0000158   7.0589E+06 -5.4223E+04  1.1995E+05
0000159   7.0628E+06  2.8859E+04  4.2538E+03
0000160   7.0720E+06 -8.5840E+03 -1.6034E+04
0000161   7.0242E+06  1.9710E+05 -3.1378E+03
0000162   7.1085E+06  1.1309E+04 -8.2055E+04
0000163   7.0385E+06 -3.9166E+04 -9.6208E+04
0000164   6.9605E+06 -6.7586E+04  4.0143E+04
0000165   7.0495E+06  2.0318E+04 -7.6588E+04
0000166   6.9789E+06  1.6782E+05 -6.3533E+04
0000167   6.9522E+06  1.0432E+05 -4.6792E+03
0000168   7.0512E+06  5.6924E+04 -9.5384E+04
0000169   7.0447E+06 -6.2529E+04 -2.8225E+04
0000170   7.1066E+06 -1.4307E+05  1.1532E+05
0000171   6.9799E+06  3.0201E+05 -3.0533E+05
0000172   6.9728E+06 -2.1058E+05  8.9982E+04
0000173   7.0021E+06 -1.2197E+05  1.0323E+05
0000174   7.0274E+06  4.6471E+04 -1.3318E+02
0000175   7.0625E+06 -6.2858E+04 -3.4631E+04
0000176   7.0237E+06 -8.2060E+04  6.6806E+04
0000177   6.9997E+06  2.0899E+05 -1.9921E+04
0000178   7.0216E+06 -9.7715E+04 -6.5693E+04
0000179   7.0720E+06  2.3467E+05  1.6461E+05
0000180   7.1301E+06 -7.0584E+04 -1.5463E+05
0000181   7.0319E+06 -1.4866E+04 -1.0227E+05
0000182   7.0216E+06  2.6770E+05 -2.7347E+04
0000183   7.0205E+06  3.4657E+04  1.1482E+05
0000184   7.0405E+06  5.9085E+04  1.4972E+05
0000185   7.0604E+06  1.4489E+05  2.9480E+04
0000186   7.0826E+06 -1.9161E+04 -1.5607E+04
0000187   7.0980E+06 -2.0252E+05  7.4957E+04
0000188   7.1066E+06  2.3048E+04 -1.0414E+05
0000189   7.0121E+06 -3.6406E+05  1.8760E+05
0000190   6.9874E+06 -8.5817E+04 -2.5262E+04
0000191   6.9776E+06  2.1784E+04 -1.8714E+05
0000192   6.9519E+06  1.0903E+05 -8.1077E+04
0000193   6.9587E+06  6.0010E+04 -2.7284E+04
0000194   6.9565E+06  2.1048E+04  1.5943E+04
0000195   7.0342E+06  8.5811E+04  7.1780E+03
0000196   7.0090E+06 -2.0684E+04 -1.1157E+05
0000197   6.8209E+06 -6.7359E+05  1.4876E+05
0000198   6.9110E+06  6.9779E+04 -1.3407E+05
0000199   7.0481E+06  1.9388E+04 -6.9982E+04
0000200   7.0080E+06  1.0703E+04 -4.4590E+04
0000201   6.9860E+06  1.4059E+04  1.2557E+05
0000202   7.0644E+06 -7.2684E+04  1.2736E+05
0000203   7.0095E+06 -1.7482E+05  1.7633E+05
0000204   7.0258E+06 -7.3185E+04  6.4664E+04
0000205   7.0618E+06  2.0154E+05  8.5017E+04
0000206   7.1259E+06 -1.1084E+05 -3.1810E+03
0000207   7.0092E+06  1.1734E+05  6.2058E+04
0000208   7.0210E+06  6.3192E+04  1.1521E+05
0000209   6.9171E+06  8.3243E+04 -4.2114E+04
0000210   7.0403E+06 -2.4323E+03 -2.1838E+05
0000211   7.0065E+06  7.3968E+04  6.4904E+04
0000212   6.9722E+06  2.0137E+05 -7.4305E+04
0000213   7.0294E+06  5.0380E+04  4.2387E+03
0000214   7.0629E+06 -6.8976E+04 -1.5991E+05
0000215   7.1402E+06  2.7062E+05 -4.1784E+03
0000216   7.0843E+06  5.7088E+04 -1.0897E+04
0000217   7.1040E+06 -6.1177E+04 -1.7385E+05
0000218   6.9741E+06  1.2876E+05 -4.7003E+04
0000219   6.9858E+06 -7.0894E+04 -6.9610E+04
0000220   7.0934E+06  1.1079E+05  2.0973E+05
0000221   7.0339E+06 -6.5781E+04  4.0274E+04
0000222   6.9993E+06  9.1653E+04  1.6995E+05
0000223   7.0054E+06  1.2118E+05  2.1916E+04
0000224   6.9987E+06 -2.4496E+04  3.6472E+04
0000225   6.9995E+06  2.2094E+05 -6.4653E+04
0000226   6.9715E+06  6.1521E+04  5.8633E+04
0000227   7.0469E+06  7.4335E+04  1.6697E+05
0000228   7.0237E+06  1.0822E+05  1.6394E+04
0000229   7.0232E+06 -4.1660E+04  8.7645E+04
0000230   6.9394E+06 -1.3386E+05  1.6831E+05
0000231   7.0029E+06 -3.0098E+04 -9.4094E+04
0000232   6.9624E+06 -7.5944E+04  4.0098E+04
0000233   7.0010E+06 -1.0471E+05 -6.2266E+04
0000234   6.9657E+06 -7.1246E+04 -2.8374E+04
0000235   7.0901E+06  5.9261E+04 -5.1573E+04
0000236   6.9818E+06  8.3879E+04  3.6610E+04
0000237   7.0450E+06  3.5408E+03  2.6268E+04
0000238   7.0795E+06  6.2120E+04  7.9160E+03
0000239   7.0136E+06 -8.2789E+04  2.8628E+04
0000240   7.0981E+06  7.6776E+03 -7.4719E+04
0000241   6.9861E+06  3.0763E+04 -1.1044E+05
0000242   6.9150E+06 -1.1363E+05  1.2264E+05
0000243   7.0400E+06  5.8329E+04  3.4142E+04
0000244   7.0059E+06  4.1019E+03 -1.7884E+04
0000245   6.8599E+06  2.2782E+05  9.1997E+04
0000246   7.0908E+06 -3.5853E+04  2.3863E+04
0000247   7.0297E+06  7.2397E+04 -1.3255E+05
0000248   6.9863E+06  6.8652E+04 -4.1869E+04
0000249   6.9856E+06 -2.5951E+04 -9.3390E+04
0000250   6.9793E+06 -1.7887E+04 -2.1006E+04
0000251   7.0411E+06 -8.5225E+04  1.3839E+04
0000252   6.9695E+06 -9.1414E+04  5.9665E+04
0000253   7.0345E+06 -2.0091E+05  3.7478E+04
0000254   7.0236E+06  1.7006E+05  5.1577E+04
0000255   6.9960E+06 -1.3937E+04 -3.1801E+04
0000256   7.0559E+06 -3.0233E+05 -1.6551E+05
0000257   7.0916E+06 -1.4249E+03 -9.8806E+04
0000258   7.0375E+06  7.7533E+04  8.1755E+04
0000259   7.1769E+06 -6.1781E+04 -6.1304E+04
0000260   6.9914E+06 -3.2916E+04  2.1654E+05
0000261   6.9608E+06  2.3473E+05 -2.2502E+05
0000262   7.0761E+06 -5.7407E+04  2.3915E+05
0000263   7.0046E+06 -6.2932E+04 -5.6149E+03
0000264   6.9942E+06  4.6051E+04  5.5664E+04
0000265   6.9251E+06 -4.6496E+04  1.5422E+04
0000266   6.9708E+06  1.6284E+05  5.3302E+04
0000267   7.0156E+06  1.1097E+05 -9.7469E+04
0000268   7.0232E+06 -2.9254E+04  9.0087E+04
0000269   6.9769E+06 -2.4839E+04 -5.9834E+04
0000270   6.9356E+06  5.3659E+04  4.6702E+04
0000271   6.9834E+06 -1.3015E+05 -1.9700E+05
0000272   7.0559E+06 -1.6513E+05  9.4751E+04
0000273   6.9730E+06  4.0196E+04  2.1152E+04
0000274   7.0604E+06  1.1591E+03  3.8697E+04
0000275   6.9205E+06 -1.0175E+05  3.7034E+04
0000276   6.9380E+06 -3.8899E+03  1.6676E+05
0000277   7.0183E+06 -9.0685E+04 -4.4542E+04
0000278   7.0446E+06 -1.2322E+03  2.1728E+05
0000279   7.0524E+06 -8.6546E+04 -6.6403E+04
0000280   7.0865E+06 -6.9018E+04  7.8651E+04
0000281   7.0458E+06  1.5557E+05 -1.6224E+05
0000282   6.9632E+06 -2.6119E+04 -8.2950E+04
0000283   7.0049E+06  2.5091E+05 -2.6098E+04
0000284   7.0354E+06 -4.6272E+05  1.0778E+05
0000285   7.0646E+06 -8.9582E+04 -2.1920E+04
0000286   7.0545E+06  1.5804E+04  3.5922E+03
0000287   6.9631E+06  6.8714E+04  8.5805E+04
0000288   7.0045E+06  7.7463E+04 -2.2816E+05
0000289   6.9349E+06  1.6601E+05 -1.7704E+05
0000290   6.9639E+06 -3.2170E+04  2.7354E+03
0000291   6.9273E+06  6.6179E+04 -8.7533E+04
0000292   7.0552E+06  1.2031E+05  1.5490E+05
0000293   7.1207E+06  9.0883E+04  2.0814E+05
0000294   7.0611E+06 -2.0247E+05 -6.5208E+04
0000295   7.1440E+06  3.5199E+04  3.3017E+04
0000296   6.9991E+06 -2.2842E+04 -3.8766E+05
0000297   6.9803E+06  1.1443E+05 -1.8356E+05
0000298   7.0437E+06 -1.3533E+05  1.1367E+05
0000299   7.0939E+06 -1.2562E+05 -5.4757E+04
0000300   6.9746E+06  1.3282E+05  1.1188E+05
0000301   7.0496E+06  1.4496E+03 -7.5030E+03
0000302   7.0889E+06 -5.0335E+04 -6.1040E+04
0000303   7.0267E+06 -8.3845E+04  2.2376E+04
0000304   7.0621E+06 -4.3208E+04 -1.8032E+04
0000305   7.0437E+06  1.4250E+05  9.4069E+04
0000306   6.9725E+06 -7.1083E+04 -1.3128E+05
0000307   7.0521E+06  1.2468E+04 -6.3318E+04
0000308   6.9647E+06 -1.6992E+05 -5.6924E+04
0000309   6.9655E+06 -9.6368E+03  4.4213E+04
0000310   7.0530E+06 -1.3276E+05 -2.3751E+05
0000311   6.9505E+06 -4.4438E+05  2.0109E+05
0000312   6.9487E+06 -6.1156E+04  2.7742E+05
0000313   7.0634E+06  1.3663E+04 -1.9366E+04
0000314   6.9658E+06 -6.5205E+04  8.7790E+04
0000315   7.0288E+06  8.1971E+04 -1.6675E+05
0000316   7.1294E+06  1.5058E+05 -1.8559E+05
0000317   7.0227E+06 -1.0020E+05  9.4925E+04
0000318   6.9746E+06 -1.4132E+05  1.5713E+05
0000319   7.0527E+06  1.7280E+05 -1.5052E+05
0000320   7.0678E+06 -1.3114E+03 -2.3432E+04
0000321   7.0363E+06 -2.9776E+04  3.5244E+04
0000322   7.0260E+06  1.2881E+05  2.0468E+04
0000323   7.0506E+06  2.3906E+05 -1.1781E+05
0000324   7.0850E+06 -2.4017E+05  4.2095E+04
0000325   7.0058E+06 -5.2355E+03 -1.1074E+05
0000326   7.0740E+06 -3.0657E+04 -1.1647E+05
0000327   7.0279E+06  4.6868E+04 -1.3179E+05
0000328   7.0606E+06 -1.2654E+05 -1.6895E+04
0000329   7.0607E+06 -5.7513E+04 -8.0937E+04
0000330   6.9832E+06  8.7471E+04 -1.2206E+03
0000331   7.0353E+06  1.2669E+05 -7.6676E+04
0000332   6.9943E+06 -9.9547E+04  1.4408E+05
0000333   7.0913E+06 -2.4211E+04 -1.9335E+05
0000334   7.0353E+06  1.5734E+05  9.2859E+04
0000335   7.0689E+06  4.5802E+04  1.5648E+05
0000336   6.8950E+06 -2.0468E+05  8.6855E+04
0000337   6.9769E+06 -3.1966E+04  3.3302E+05
0000338   7.0093E+06  9.8179E+04 -1.9775E+05
0000339   7.0397E+06 -1.4532E+04 -1.7559E+05
0000340   7.0283E+06 -9.0611E+04  2.4902E+04
0000341   7.0311E+06 -2.4576E+04 -9.4194E+04
0000342   7.0720E+06 -8.4886E+04 -3.0794E+03
0000343   7.1152E+06  5.2262E+04 -1.3558E+04
0000344   7.0412E+06  1.9764E+05  4.4070E+04
0000345   6.9844E+06  2.3404E+04  1.0106E+05
0000346   7.0750E+06 -2.3527E+04 -1.1217E+05
0000347   6.9672E+06  3.0729E+05  1.8154E+05
0000348   7.0542E+06 -2.1383E+05  2.7551E+05
0000349   6.9709E+06  2.5029E+05  2.2464E+04
0000350   6.9884E+06 -6.5212E+04 -2.0728E+05
0000351   7.0972E+06  2.6803E+04 -1.6826E+04
0000352   6.8909E+06 -6.6538E+04 -2.2493E+05
0000353   6.9577E+06  9.5893E+04 -1.5796E+05
0000354   7.1033E+06  1.2671E+05  8.9537E+04
0000355   7.1311E+06  2.5121E+04  2.2493E+03
0000356   7.0519E+06  6.5279E+04  2.7563E+04
0000357   6.9714E+06  1.6801E+05  9.2432E+04
0000358   6.9132E+06 -2.4698E+04 -5.0100E+04
0000359   7.1192E+06 -2.0534E+04 -3.3072E+04
0000360   6.9618E+06  3.7943E+04  3.1779E+05
0000361   7.0757E+06  8.8175E+04  6.0147E+04
0000362   6.8992E+06  1.6597E+05 -1.9529E+05
0000363   7.0324E+06 -2.1310E+05 -2.2696E+04
0000364   6.9732E+06 -2.4438E+05 -1.6906E+04
0000365   6.9714E+06 -2.6547E+05  3.7162E+04
0000366   7.0328E+06  2.0909E+04 -1.3896E+05
0000367   7.0657E+06  1.2289E+04 -5.8121E+04
0000368   7.1006E+06  9.3373E+04 -1.5692E+05
0000369   6.9601E+06  5.2468E+04  7.5388E+03
0000370   7.0924E+06  9.6484E+04  9.3095E+04
0000371   6.9539E+06 -3.2047E+05  3.9498E+05
0000372   6.9548E+06 -6.4891E+04 -7.1620E+04
0000373   6.9567E+06 -1.3036E+04  1.4483E+05
0000374   6.8961E+06  1.1555E+05  3.5273E+04
0000375   6.9774E+06  2.9768E+04  3.0012E+05
0000376   7.0143E+06 -2.4343E+05 -8.8425E+04
0000377   7.1101E+06 -1.2085E+05  7.5321E+04
0000378   6.9486E+06  1.6617E+05 -1.6390E+05
0000379   6.9834E+06  2.6024E+05 -9.0428E+04
0000380   6.9864E+06  1.1819E+04 -2.0362E+05
0000381   7.0686E+06  7.5111E+04 -7.0335E+04
0000382   6.9274E+06  7.6619E+04 -1.0343E+05
0000383   7.0237E+06  2.6712E+04 -7.3460E+04
0000384   6.9800E+06 -3.9764E+04 -7.0376E+03
0000385   7.0240E+06  7.1191E+04  2.2783E+05
0000386   7.0137E+06 -1.2194E+05  1.1094E+05
0000387   7.0157E+06  2.0418E+05  3.1200E+04
0000388   7.0873E+06  1.2614E+05 -6.0116E+04
0000389   6.9852E+06 -2.6449E+04 -3.3071E+05
0000390   6.9719E+06  2.6997E+05  1.0990E+05
0000391   6.9499E+06 -1.9996E+04  2.1379E+04
0000392   6.9990E+06  1.3021E+04  2.4884E+05
0000393   7.0862E+06 -1.5151E+05 -3.7209E+04
0000394   6.9622E+06 -5.6426E+04  1.8291E+05
0000395   7.0044E+06 -1.3263E+05  8.3834E+04
0000396   7.0264E+06 -5.4745E+04 -5.2237E+03
0000397   6.9639E+06  5.6985E+04 -2.3549E+05
0000398   7.0606E+06 -8.8377E+04  1.7511E+04
0000399   7.0038E+06  1.8176E+05  3.5737E+04
0000400   6.9758E+06 -1.3954E+05 -7.7916E+03
0000401   7.0082E+06 -4.7986E+04 -1.4176E+05
0000402   6.9870E+06 -6.5231E+04  7.9668E+04
0000403   7.0405E+06 -3.8436E+04 -1.9402E+05
0000404   6.9429E+06 -2.6462E+05 -5.7901E+04
0000405   7.0491E+06  1.8987E+05 -8.8204E+04
0000406   7.0174E+06  1.2829E+04  1.0419E+05
0000407   6.9113E+06  1.0904E+05 -2.6390E+04
0000408   6.9721E+06  1.1728E+05 -6.0211E+04
0000409   6.9684E+06  3.7184E+04  5.7662E+04
0000410   7.1026E+06 -4.4928E+04  1.6358E+05
0000411   7.0082E+06  2.5152E+05  1.5713E+05
0000412   7.1490E+06  4.0757E+04 -6.1668E+04
0000413   7.0568E+06 -1.0217E+05  1.0918E+05
0000414   6.9605E+06 -1.0096E+05  1.4240E+05
0000415   7.0599E+06  1.1071E+05 -7.4743E+04
0000416   7.0643E+06  9.7049E+04 -9.6244E+04
0000417   7.0756E+06  1.0578E+05  3.1122E+04
0000418   7.0426E+06  2.4142E+05 -5.3167E+04
0000419   7.0749E+06  5.1865E+04  2.5545E+04
0000420   7.0124E+06 -2.1729E+04  2.2697E+04
0000421   7.1095E+06 -2.1188E+05 -6.4621E+03
0000422   6.8627E+06  1.6544E+05  6.0715E+04
0000423   7.0040E+06  1.9495E+05  6.6662E+04
0000424   7.0099E+06  4.2589E+04 -1.9129E+05
0000425   7.0040E+06  7.2105E+03  1.3526E+05
0000426   6.9867E+06 -9.5011E+03 -2.4252E+04
0000427   7.0059E+06 -6.1024E+04 -2.5010E+04
0000428   7.0031E+06  7.9046E+04 -8.9582E+03
0000429   6.9980E+06 -8.9825E+04  8.6609E+04
0000430   7.0224E+06  1.6639E+04 -5.8448E+04
0000431   7.0252E+06  1.6547E+05  5.7165E+04
0000432   6.9262E+06  7.4640E+04  1.3232E+04
0000433   6.9966E+06  3.9274E+04 -5.0309E+04
0000434   6.9627E+06  1.3837E+05 -2.0260E+04
0000435   7.0679E+06  2.0532E+04  6.1940E+04
0000436   7.1413E+06 -1.1330E+05  8.6569E+04
0000437   7.0508E+06 -2.5208E+05 -2.2721E+04
0000438   7.0059E+06  1.4302E+05  2.1758E+04
0000439   7.0625E+06 -6.8448E+03 -8.9794E+04
0000440   7.0699E+06 -1.4685E+05  8.2871E+04
0000441   6.9852E+06 -3.9804E+04  4.5037E+04
0000442   7.0205E+06  8.9143E+04  7.0980E+04
0000443   6.9782E+06  4.8865E+04 -1.1300E+05
0000444   6.9871E+06 -6.7938E+04  5.5177E+04
0000445   6.9277E+06 -1.3402E+04  1.0834E+04
0000446   7.0750E+06 -1.1729E+05 -2.3013E+04
0000447   6.9086E+06 -9.5766E+03  1.7885E+05
0000448   7.0048E+06  9.0174E+04 -7.2193E+04
0000449   7.0060E+06  9.5220E+04 -2.7719E+04
0000450   7.0310E+06 -1.1028E+05 -4.4387E+03
0000451   6.9942E+06 -3.3521E+04 -8.6723E+04
0000452   6.9906E+06  1.7402E+04  2.0943E+05
0000453   7.0542E+06 -6.9003E+04  9.7616E+04
0000454   7.1128E+06 -4.2063E+04  3.0639E+04
0000455   6.9904E+06 -7.8700E+04  5.2959E+05
0000456   6.9908E+06  6.7020E+04 -2.7041E+05
0000457   6.9595E+06 -2.0089E+04  7.7217E+04
0000458   7.0242E+06  1.2825E+05 -2.2448E+04
0000459   6.9746E+06 -1.3693E+05  7.4796E+04
0000460   7.0044E+06 -1.4994E+05  8.7546E+04
0000461   7.0098E+06 -1.1646E+05 -8.3899E+04
0000462   6.9657E+06 -2.0890E+04 -2.0688E+05
0000463   6.9981E+06 -2.1329E+05 -1.2304E+05
0000464   6.9793E+06 -6.7421E+04  1.4624E+05
0000465   7.0902E+06 -2.9598E+04  3.0713E+04
0000466   6.9946E+06 -1.4089E+05  1.1421E+05
0000467   7.0300E+06 -2.7474E+05 -9.5532E+03
0000468   7.0651E+06 -4.9471E+04  7.4693E+03
